respondant_num,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Satisf,DM2,DM11
2759,2,2,1,24,48,350,1,1,100000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,6,17
2760,2,0,3,20,84,800,1,0,15000,1,25000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,16
2761,2,2,1,21,128,6000,1,1,200000,1,200000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,2
2762,1,0,4,19,96,4060,1,1,200000,1,300000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,7,9
2763,3,2,0,17,76,14000,1,0,300000,1,600000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,1
2764,0,2,3,16,186,56600,1,0,1000000,1,800000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,16
2765,2,0,3,13,130,21000,1,1,300000,1,300000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,9
2766,2,0,3,20,102,3000,1,1,70000,0,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2
2767,4,1,0,17,126,22000,1,1,100000,1,150000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,7,9
2768,3,1,1,15,96,7000,1,0,30000,1,100000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,6,2
2769,3,1,1,21,60,5000,1,0,50000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,4
2770,1,0,4,14,132,18200,1,1,10000,1,50000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,15
2771,4,0,1,20,34,420,1,1,100000,1,200000,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,15
2772,1,2,2,14,192,39200,1,1,100000,1,200000,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,3,1
2773,3,1,1,21,60,400,1,0,100000,1,150000,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,16
2774,3,1,1,15,192,8000,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,4,9
2775,2,2,1,25,66,320,1,0,300000,1,300000,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,2,4
2776,1,4,0,14,150,16000,1,1,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,9
2777,3,2,0,19,90,14000,1,1,70000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,4
2778,1,1,3,20,65,10500,1,1,150000,1,200000,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,9
2779,2,0,3,18,90,2400,1,1,120000,0,200000,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,15
2780,3,1,1,22,54,11140,1,0,40000,0,100000,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,15
2781,2,2,1,16,108,22020,1,1,40000,1,40000,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,6,15
2782,4,0,1,21,96,4800,1,1,80000,1,300000,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,16
2783,2,2,1,22,86,6300,1,0,150000,1,150000,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,4
2784,3,2,0,22,52,300,1,1,100000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,7,15
2785,4,0,1,22,78,2120,1,1,300000,1,300000,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,2,15
2786,3,0,2,21,68,4200,1,1,100000,0,200000,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,15
2787,4,0,1,17,82,8040,1,1,30000,0,30000,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,7,15
2788,2,0,3,14,62,10120,1,1,100000,1,100000,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,15
2789,2,0,3,16,132,20000,1,0,100000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,2,9
2790,2,2,1,22,64,6000,1,0,30000,1,100000,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,16
2791,4,1,0,19,96,0,1,0,10000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,5,2
2792,2,2,1,14,138,20600,1,1,50000,1,50000,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,4,9
2793,1,2,2,17,126,20000,1,0,40000,1,100000,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1
2794,2,1,2,18,72,8000,1,1,300000,0,600000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,3,2
2795,2,1,2,15,120,12000,1,0,40000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,9
2796,1,1,3,16,90,12000,1,0,100000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,5,9
2797,4,0,1,20,82,2200,1,0,20000,1,50000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,7,16
2798,3,1,1,15,846,106000,1,1,100000,1,50000,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,16
2799,1,2,2,20,90,26000,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,5,1
2800,3,1,1,16,90,21000,1,1,100000,1,70000,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,9
2801,3,0,2,21,126,14000,1,0,100000,1,200000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,16
2802,2,2,1,11,174,32000,1,0,100000,1,200000,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,1
2803,3,1,1,23,104,8040,1,1,40000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,6
2804,2,0,3,17,116,12000,1,0,50000,1,100000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,2,9
2805,1,3,1,11,192,32000,1,1,150000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,10
2806,1,0,4,16,76,14080,1,1,50000,1,300000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,15
2807,5,0,0,18,54,1000,1,1,150000,1,200000,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,3,9
2808,1,3,1,18,84,7000,1,1,200000,1,200000,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,5,16
2809,2,2,1,20,66,3600,1,0,300000,1,300000,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,4,4
2810,3,1,1,24,108,1400,1,1,20000,1,30000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,6
2811,1,3,1,17,90,4200,1,1,1000,1,150000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,3,3
2812,1,0,4,12,128,24040,1,0,1000,1,100000,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5,15
2813,2,0,3,19,160,10600,1,0,40000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,2,6
2814,1,2,2,18,76,8060,0,1,100000,1,100000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,5,15
2815,3,0,2,18,106,70160,1,1,3000000,1,1000000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,9
2816,4,0,1,16,120,12000,1,1,200000,1,200000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,9
2817,3,1,1,24,46,400,1,0,200000,1,250000,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,4
2818,2,0,3,18,98,22000,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,3,10
2819,1,2,2,17,396,24000,1,0,100000,1,100000,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1
2820,1,4,0,17,264,42000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,9
2821,2,2,1,21,138,16000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,6,10
2822,4,0,1,22,84,1300,1,1,100000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,7,3
2823,1,1,3,21,112,8380,0,0,250000,1,300000,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,2,4
2824,1,1,3,13,144,27000,1,1,150000,0,200000,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,2,9
2825,3,2,0,19,164,25440,1,1,200000,1,350000,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,4,1
2826,0,2,3,16,108,26000,1,1,1000000,1,1000000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,2
2827,3,1,1,23,64,6210,1,1,180000,1,250000,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,4
2828,0,2,3,13,732,418800,1,0,100000,1,100000,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,5,1
2829,1,1,3,14,64,14020,0,1,10000,1,20000,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,7,15
2830,0,3,2,15,112,16000,1,1,200000,1,200000,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,9
2831,0,0,5,18,168,40000,1,1,30000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,10
2832,5,0,0,18,60,320,1,0,50000,1,50000,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,15
2833,4,0,1,23,150,6600,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,3,5
2834,2,1,2,18,84,1000,1,1,200000,1,300000,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1
2835,2,1,2,13,234,26400,1,1,50000,1,50000,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,3
2836,1,3,1,21,96,11180,0,0,100000,1,150000,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,4
2837,0,2,3,17,162,60400,1,1,300000,1,200000,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,9
2838,4,0,1,23,114,6040,1,1,1000,1,50000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,3,6
2839,0,5,0,17,1512,118000,1,1,800000,1,800000,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,3,9
2840,1,2,2,17,142,7000,1,0,30000,1,50000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,1
2841,1,1,3,17,146,32040,1,0,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,1
2842,2,0,3,20,128,20000,1,0,500000,1,500000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,7,4
2843,2,1,2,22,66,5000,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,2
2844,2,1,2,24,66,940,0,0,80000,0,100000,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,4
2845,1,3,1,16,126,8000,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,1
2846,3,0,2,19,64,9140,1,1,300000,0,500000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,3,15
2847,2,1,2,21,216,12000,1,1,600000,1,600000,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,3,9
2848,3,1,1,21,120,14000,1,1,60000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,4,6
2849,0,3,2,20,78,54000,1,1,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,4,1
2850,2,0,3,22,114,16380,1,0,500000,1,400000,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,3,4
2851,2,3,0,15,1590,411400,1,0,50000,1,100000,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,7,1
2852,2,0,3,21,66,420,0,1,50000,1,20000,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,6,15
2853,1,4,0,19,84,4200,1,1,50000,1,100000,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,4,10
2854,2,2,1,18,66,87000,1,1,1000000,1,1000000,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,1
2855,5,0,0,19,54,4600,1,0,250000,0,400000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,4,7
2856,2,2,1,19,164,10000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,6,6
2857,1,0,4,20,64,640,1,0,100000,0,10000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,15
2858,1,3,1,17,276,76000,1,1,150000,1,200000,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,5,10
2859,3,0,2,18,52,2040,1,1,10000,1,10000,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,7,15
2860,2,0,3,18,62,5000,1,0,20000,0,50000,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
2861,2,2,1,22,140,6000,1,1,40000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,7,6
2862,1,1,3,15,144,6900,1,1,1500,1,40000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,7,16
2863,1,2,2,14,3012,609000,1,1,200000,1,500000,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,5,9
2864,4,0,1,19,78,7000,1,0,70000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,4
2865,3,0,2,18,60,1000,1,1,200000,0,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,5,2
2866,2,3,0,17,150,66200,1,0,200000,1,200000,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,3,1
2867,1,2,2,20,132,62000,1,1,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,1
2868,0,3,2,15,108,8000,1,0,300000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,10
2869,3,2,0,20,1226,210100,1,1,320000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,1
2870,3,1,1,14,90,20000,1,0,30000,1,50000,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,5,9
2871,1,3,1,19,306,90000,1,1,150000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,4,10
2872,2,1,2,19,114,10000,1,0,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1
2873,2,0,3,17,152,14800,1,1,10000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,16
2874,3,2,0,19,84,27800,1,1,300000,1,300000,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,3,2
2875,0,2,3,18,166,40700,1,1,30000,1,20000,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,3
2876,2,1,2,18,104,5400,1,0,150000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,4,7
2877,5,0,0,21,84,2000,1,1,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,1
2878,3,2,0,21,108,30800,1,1,150000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,4,2
2879,1,1,3,15,108,26000,1,1,50000,1,20000,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,15
2880,1,3,1,20,150,16000,1,0,10000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,10
2881,4,1,0,18,108,50600,1,1,300000,1,300000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,4,2
2882,4,0,1,21,96,0,1,1,30000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,1
2883,1,0,4,17,86,13080,1,1,300000,1,300000,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,2,15
2884,3,2,0,18,66,34000,1,0,100000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,3,2
2885,2,0,3,12,152,10120,1,0,20000,1,100000,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,6,15
2886,0,4,1,12,180,33000,1,0,100000,1,100000,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,9
2887,2,2,1,16,78,26000,1,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,5,2
2888,0,1,4,6,168,88000,1,1,500000,1,500000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,15
2889,3,1,0,17,126,2000,1,1,250000,1,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,7,1
2890,3,0,2,19,102,14000,1,1,800000,1,800000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,2
2891,2,2,1,17,66,17200,1,0,70000,0,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,5,2
2892,5,0,0,23,48,0,1,0,0,0,100000,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,5,12
2893,1,1,3,20,156,18000,1,1,80000,1,100000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,9
2894,3,0,2,18,90,2000,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,3,1
2895,2,1,2,19,96,6000,1,1,150000,1,100000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,7
2896,2,0,3,16,150,30400,0,0,200000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,4,1
2897,2,1,2,20,150,20000,1,0,20000,0,50000,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,5,9
2898,4,1,0,19,84,11000,1,1,300000,1,500000,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,5,7
2899,3,0,2,22,60,3000,1,1,100000,1,10000,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,12
2900,1,2,2,20,98,14000,1,1,150000,1,150000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,4,7
2901,3,1,1,22,144,12000,0,0,50000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
2902,2,3,0,16,80,6000,1,1,5000,0,20000,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,3,9
2903,1,2,2,20,144,12000,0,1,200000,1,500000,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,5,11
2904,3,0,2,23,150,3000,1,1,200000,0,500000,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,3,11
2905,3,0,2,21,78,10600,1,1,10000,1,300000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,2,1
2906,2,2,1,17,60,6000,1,1,50000,1,150000,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,6,12
2907,2,1,2,21,126,14600,0,1,300000,1,500000,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,5,11
2908,3,0,2,19,150,22000,1,1,300000,1,500000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,2,1
2909,2,2,1,17,120,5000,1,0,30000,0,100000,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,6,9
2910,2,3,0,20,102,26000,1,1,100000,0,300000,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,2,9
2911,1,1,3,19,114,11400,1,1,20000,0,50000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,1
2912,2,3,0,18,102,6000,1,0,100000,0,200000,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,4,9
2913,2,1,2,18,120,5000,1,1,500000,1,500000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,9
2914,3,1,1,15,92,16000,1,0,50000,1,50000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,4,9
2915,2,2,1,20,90,9000,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,6,1
2916,1,4,0,14,444,108000,0,1,700000,1,700000,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,9
2917,2,2,1,16,132,5000,1,0,2000,0,10000,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,9
2918,0,1,4,17,132,24000,1,0,100000,0,300000,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,5,9
2919,2,2,1,17,108,12000,1,1,10000,0,100000,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,6,9
2920,4,1,0,20,78,4000,1,1,20000,0,50000,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,6,11
2921,3,1,1,21,102,20000,1,1,200000,1,400000,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,3,9
2922,2,2,1,20,276,6000,1,0,20000,1,20000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,1
2923,2,1,2,17,108,1600,1,0,16000,1,16000,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,7,9
2924,3,1,1,19,222,21000,1,1,150000,1,250000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,5,1
2925,3,2,0,20,120,6000,1,0,30000,1,30000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1
2926,2,1,2,21,108,200,1,1,30000,1,50000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,11
